pos,player,opp,status,stats,points,year,week,team,total_score,team_away,team_away_score
RB,D. Montgomery,vs HOU,W 36-7,,23.00,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54
WR,T. Hill,@ MIA,L 33-27,,24.60,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54
WR,D. Metcalf,vs NYJ,W 40-3,,15.10,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54
TE,T. Hockenson,vs GB,L 24-31,,13.30,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54
FLX,K. Coutee,@ CHI,W 7-36,,6.90,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54
FLX,D. Swift,vs GB,L 24-31,,13.00,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54
K,R. Succop,vs MIN,W 26-14,,6.00,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54
DEF,L. Rams,vs NE,W 24-3,,21.00,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54
BN,N. Hines,@ LV,L 44-27,,9.50,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54
BN,C. Samuel,@ SF,L 23-15,,12.50,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54
BN,T. Patrick,@ CAR,L 32-27,,11.10,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54
BN,D. Samuel,vs WAS,L 15-23,,0.90,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54
BN,H. Butker,@ MIA,L 33-27,,8.00,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54
BN,I. Colts,@ LV,L 44-27,,13.00,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54
QB,R. Wilson,vs NYJ,W 40-3,,22.14,2020,14,MKx,91.54,seb44,120.18
RB,C. Carson,vs NYJ,W 40-3,,17.30,2020,14,MKx,91.54,seb44,120.18
RB,E. Elliott,@ CIN,L 30-7,,6.90,2020,14,MKx,91.54,seb44,120.18
WR,D. Hopkins,@ NYG,L 26-7,,18.10,2020,14,MKx,91.54,seb44,120.18
WR,C. Davis,@ SEA,W 3-40,,1.90,2020,14,MKx,91.54,seb44,120.18
TE,E. Ebron,@ BUF,W 15-26,,6.00,2020,14,MKx,91.54,seb44,120.18
FLX,M. Evans,vs MIN,W 26-14,,7.10,2020,14,MKx,91.54,seb44,120.18
FLX,C. Lamb,@ CIN,L 30-7,,7.10,2020,14,MKx,91.54,seb44,120.18
K,W. Lutz,@ PHI,W 21-24,,3.00,2020,14,MKx,91.54,seb44,120.18
DEF,H. Texans,@ CHI,W 7-36,,2.00,2020,14,MKx,91.54,seb44,120.18
BN,C. Newton,@ LAR,W 3-24,,3.36,2020,14,MKx,91.54,seb44,120.18
BN,D. Dallas,vs NYJ,W 40-3,,0.70,2020,14,MKx,91.54,seb44,120.18
BN,M. Williams,vs ATL,W 20-17,,0.00,2020,14,MKx,91.54,seb44,120.18
BN,A. Lazard,@ DET,L 31-24,,2.90,2020,14,MKx,91.54,seb44,120.18
BN,D. Schultz,@ CIN,L 30-7,,4.90,2020,14,MKx,91.54,seb44,120.18
BN,B. Bills,vs PIT,W 26-15,,13.00,2020,14,MKx,91.54,seb44,120.18
QB,D. Watson,@ CHI,W 7-36,,16.56,2020,14,Hammichan,111.36,Blitzkoerper85,115.22
RB,G. Bernard,vs MIN,W 26-14,,0.80,2020,14,Hammichan,111.36,Blitzkoerper85,115.22
RB,N. Chubb,vs BAL,L 42-47,,23.30,2020,14,Hammichan,111.36,Blitzkoerper85,115.22
WR,T. Lockett,vs NYJ,W 40-3,,7.70,2020,14,Hammichan,111.36,Blitzkoerper85,115.22
WR,A. Thielen,@ TB,W 14-26,,5.40,2020,14,Hammichan,111.36,Blitzkoerper85,115.22
TE,M. Andrews,@ CLE,L 47-42,,10.30,2020,14,Hammichan,111.36,Blitzkoerper85,115.22
FLX,M. Thomas,@ PHI,W 21-24,,12.40,2020,14,Hammichan,111.36,Blitzkoerper85,115.22
FLX,B. Aiyuk,vs WAS,L 15-23,,16.90,2020,14,Hammichan,111.36,Blitzkoerper85,115.22
K,J. Sanders,vs KC,L 27-33,,10.00,2020,14,Hammichan,111.36,Blitzkoerper85,115.22
DEF,P. Steelers,@ BUF,W 15-26,,8.00,2020,14,Hammichan,111.36,Blitzkoerper85,115.22
BN,J. McKissic,@ SF,L 23-15,,9.60,2020,14,Hammichan,111.36,Blitzkoerper85,115.22
BN,J. Williams,vs GB,L 24-31,,3.80,2020,14,Hammichan,111.36,Blitzkoerper85,115.22
BN,M. Sanders,vs NO,W 24-21,,27.60,2020,14,Hammichan,111.36,Blitzkoerper85,115.22
BN,C. Akers,vs NE,W 24-3,,20.40,2020,14,Hammichan,111.36,Blitzkoerper85,115.22
BN,N. Agholor,@ LAR,W 3-24,,18.50,2020,14,Hammichan,111.36,Blitzkoerper85,115.22
BN,R. Tonyan,@ DET,L 31-24,,12.10,2020,14,Hammichan,111.36,Blitzkoerper85,115.22
QB,J. Allen,vs PIT,W 26-15,,17.32,2020,14,Blitzkoerper85,115.22,Hammichan,111.36
RB,P. Barber,@ SF,L 23-15,,4.80,2020,14,Blitzkoerper85,115.22,Hammichan,111.36
RB,D. Johnson,,BYE,,5.90,2020,14,Blitzkoerper85,115.22,Hammichan,111.36
WR,M. Jones,vs TEN,L 10-31,,6.80,2020,14,Blitzkoerper85,115.22,Hammichan,111.36
WR,R. Anderson,vs DEN,L 27-32,,13.70,2020,14,Blitzkoerper85,115.22,Hammichan,111.36
TE,H. Henry,@ LAR,W 3-24,,7.10,2020,14,Blitzkoerper85,115.22,Hammichan,111.36
FLX,S. Diggs,vs PIT,W 26-15,,24.10,2020,14,Blitzkoerper85,115.22,Hammichan,111.36
FLX,C. Godwin,vs MIN,W 26-14,,3.50,2020,14,Blitzkoerper85,115.22,Hammichan,111.36
K,R. Blankenship,@ LV,L 44-27,,12.00,2020,14,Blitzkoerper85,115.22,Hammichan,111.36
DEF,D. Cowboys,@ CIN,L 30-7,,20.00,2020,14,Blitzkoerper85,115.22,Hammichan,111.36
BN,D. Washington,,BYE,,6.20,2020,14,Blitzkoerper85,115.22,Hammichan,111.36
BN,J. Jacobs,vs IND,L 27-44,,8.90,2020,14,Blitzkoerper85,115.22,Hammichan,111.36
BN,D. Harris,@ LAR,W 3-24,,5.50,2020,14,Blitzkoerper85,115.22,Hammichan,111.36
BN,M. Gaskin,vs KC,L 27-33,,0.00,2020,14,Blitzkoerper85,115.22,Hammichan,111.36
BN,C. Hansen,vs GB,L 24-31,,9.10,2020,14,Blitzkoerper85,115.22,Hammichan,111.36
BN,M. Gesicki,vs KC,L 27-33,,21.00,2020,14,Blitzkoerper85,115.22,Hammichan,111.36
QB,R. Tannehill,@ JAX,L 31-10,,16.48,2020,14,seb44,120.18,MKx,91.54
RB,R. Mostert,vs WAS,L 15-23,,8.00,2020,14,seb44,120.18,MKx,91.54
RB,D. Henry,@ JAX,L 31-10,,35.20,2020,14,seb44,120.18,MKx,91.54
WR,A. Cooper,@ CIN,L 30-7,,13.10,2020,14,seb44,120.18,MKx,91.54
WR,A. Brown,@ JAX,L 31-10,,20.70,2020,14,seb44,120.18,MKx,91.54
TE,L. Thomas,@ SF,L 23-15,,7.30,2020,14,seb44,120.18,MKx,91.54
FLX,P. Lindsay,@ CHI,W 7-36,,4.10,2020,14,seb44,120.18,MKx,91.54
FLX,M. Gallup,@ CIN,L 30-7,,3.30,2020,14,seb44,120.18,MKx,91.54
K,M. Crosby,@ DET,L 31-24,,9.00,2020,14,seb44,120.18,MKx,91.54
DEF,N. Saints,@ PHI,W 21-24,,3.00,2020,14,seb44,120.18,MKx,91.54
BN,D. Brees,,BYE,,0.00,2020,14,seb44,120.18,MKx,91.54
BN,D. Johnson,@ CHI,W 7-36,,0.00,2020,14,seb44,120.18,MKx,91.54
BN,J. Wilson,vs WAS,L 15-23,,7.90,2020,14,seb44,120.18,MKx,91.54
BN,H. Renfrow,vs IND,L 27-44,,3.30,2020,14,seb44,120.18,MKx,91.54
BN,A. Green,@ NYG,L 26-7,,15.20,2020,14,seb44,120.18,MKx,91.54
BN,J. Jones,@ JAX,L 31-10,,0.00,2020,14,seb44,120.18,MKx,91.54
QB,J. Herbert,vs ATL,W 20-17,,15.72,2020,14,Speasy,135.60,Hubner,132.52
RB,M. Davis,@ LAC,W 17-20,,23.80,2020,14,Speasy,135.60,Hubner,132.52
RB,J. Conner,@ NYG,L 26-7,,0.80,2020,14,Speasy,135.60,Hubner,132.52
WR,K. Allen,vs ATL,W 20-17,,15.70,2020,14,Speasy,135.60,Hubner,132.52
WR,A. Robinson,vs HOU,W 36-7,,22.80,2020,14,Speasy,135.60,Hubner,132.52
TE,T. Kelce,@ MIA,L 33-27,,23.60,2020,14,Speasy,135.60,Hubner,132.52
FLX,J. Landry,vs BAL,L 42-47,,6.68,2020,14,Speasy,135.60,Hubner,132.52
FLX,J. Smith-Schuster,@ BUF,W 15-26,,14.50,2020,14,Speasy,135.60,Hubner,132.52
K,J. Myers,vs NYJ,W 40-3,,9.00,2020,14,Speasy,135.60,Hubner,132.52
DEF,C. Panthers,vs DEN,L 27-32,,3.00,2020,14,Speasy,135.60,Hubner,132.52
BN,J. White,@ LAR,W 3-24,,2.30,2020,14,Speasy,135.60,Hubner,132.52
BN,C. McCaffrey,vs DEN,L 27-32,,0.00,2020,14,Speasy,135.60,Hubner,132.52
BN,M. Brown,@ CLE,L 47-42,,12.00,2020,14,Speasy,135.60,Hubner,132.52
BN,J. Jeudy,@ CAR,L 32-27,,5.20,2020,14,Speasy,135.60,Hubner,132.52
BN,N. Fant,@ CAR,L 32-27,,0.00,2020,14,Speasy,135.60,Hubner,132.52
BN,B. Ravens,@ CLE,L 47-42,,2.00,2020,14,Speasy,135.60,Hubner,132.52
QB,T. Brady,vs MIN,W 26-14,,15.64,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52
RB,W. Gallman,vs WAS,L 15-23,,8.80,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52
RB,A. Jones,@ DET,L 31-24,,8.50,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52
WR,C. Ridley,@ LAC,W 17-20,,22.40,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52
WR,D. Johnson,@ BUF,W 15-26,,6.00,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52
TE,R. Gronkowski,vs MIN,W 26-14,,6.70,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52
FLX,T. Gurley,,BYE,,4.10,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52
FLX,T. Higgins,vs DAL,L 7-30,,7.40,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52
K,T. Bass,vs PIT,W 26-15,,6.00,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52
DEF,M. Vikings,@ TB,W 14-26,,0.00,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52
BN,K. Cousins,@ TB,W 14-26,,15.10,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52
BN,D. Booker,vs ARI,L 7-26,,3.40,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52
BN,B. Cooks,@ CHI,W 7-36,,0.00,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52
BN,S. Shepard,vs ARI,L 7-26,,5.00,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52
BN,J. Reynolds,@ JAX,L 31-10,,1.10,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52
BN,A. Firkser,@ JAX,L 31-10,,1.00,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52
QB,K. Murray,vs PHI,W 33-26,,31.14,2020,15,TheRealBauer,116.54,Speasy,120.06
RB,J. Dobbins,vs JAX,W 40-14,,13.60,2020,15,TheRealBauer,116.54,Speasy,120.06
RB,A. Ekeler,@ LV,L 30-27,,9.90,2020,15,TheRealBauer,116.54,Speasy,120.06
WR,R. Woods,vs NYJ,L 20-23,,18.60,2020,15,TheRealBauer,116.54,Speasy,120.06
WR,C. Claypool,@ CIN,W 17-27,,6.30,2020,15,TheRealBauer,116.54,Speasy,120.06
TE,J. Cook,@ LV,L 30-27,,3.90,2020,15,TheRealBauer,116.54,Speasy,120.06
FLX,C. Edwards-Helaire,@ NO,L 32-29,,8.80,2020,15,TheRealBauer,116.54,Speasy,120.06
FLX,K. Hunt,@ NYG,L 20-6,,4.30,2020,15,TheRealBauer,116.54,Speasy,120.06
K,Y. Koo,vs TB,L 27-31,,11.00,2020,15,TheRealBauer,116.54,Speasy,120.06
DEF,C. Browns,@ NYG,L 20-6,,9.00,2020,15,TheRealBauer,116.54,Speasy,120.06
BN,C. Edmonds,vs PHI,W 33-26,,14.10,2020,15,TheRealBauer,116.54,Speasy,120.06
BN,A. Gibson,vs SEA,L 15-20,,0.00,2020,15,TheRealBauer,116.54,Speasy,120.06
BN,D. Parker,vs NE,W 22-12,,0.00,2020,15,TheRealBauer,116.54,Speasy,120.06
BN,J. Crowder,@ LAR,L 23-20,,9.60,2020,15,TheRealBauer,116.54,Speasy,120.06
BN,G. Kittle,@ DAL,W 33-41,,0.00,2020,15,TheRealBauer,116.54,Speasy,120.06
BN,A. Cardinals,vs PHI,W 33-26,,15.00,2020,15,TheRealBauer,116.54,Speasy,120.06
QB,L. Jackson,vs JAX,W 40-14,,27.22,2020,15,Hubner,124.82,AllTimeReadyPat,116.20
RB,A. Kamara,vs KC,L 29-32,,16.90,2020,15,Hubner,124.82,AllTimeReadyPat,116.20
RB,J. Robinson,@ BAL,W 14-40,,12.80,2020,15,Hubner,124.82,AllTimeReadyPat,116.20
WR,J. Jefferson,vs CHI,L 27-33,,14.40,2020,15,Hubner,124.82,AllTimeReadyPat,116.20
WR,C. Kupp,vs NYJ,L 20-23,,6.40,2020,15,Hubner,124.82,AllTimeReadyPat,116.20
TE,D. Goedert,@ ARI,W 26-33,,5.90,2020,15,Hubner,124.82,AllTimeReadyPat,116.20
FLX,K. Drake,vs LAC,L 27-30,,5.00,2020,15,Hubner,124.82,AllTimeReadyPat,116.20
FLX,D. Moore,@ GB,W 16-24,,16.20,2020,15,Hubner,124.82,AllTimeReadyPat,116.20
K,M. Gay,vs NYJ,L 20-23,,10.00,2020,15,Hubner,124.82,AllTimeReadyPat,116.20
DEF,S. Seahawks,@ WAS,L 20-15,,10.00,2020,15,Hubner,124.82,AllTimeReadyPat,116.20
BN,T. Hill,vs KC,L 29-32,,6.30,2020,15,Hubner,124.82,AllTimeReadyPat,116.20
BN,L. Murray,vs KC,L 29-32,,9.90,2020,15,Hubner,124.82,AllTimeReadyPat,116.20
BN,R. Jones,@ ATL,L 31-27,,0.00,2020,15,Hubner,124.82,AllTimeReadyPat,116.20
BN,D. Henderson,vs NYJ,L 20-23,,0.80,2020,15,Hubner,124.82,AllTimeReadyPat,116.20
BN,T. Boyd,vs PIT,W 27-17,,0.00,2020,15,Hubner,124.82,AllTimeReadyPat,116.20
BN,W. Football Team,vs SEA,L 15-20,,3.00,2020,15,Hubner,124.82,AllTimeReadyPat,116.20
QB,P. Mahomes,@ NO,L 32-29,,23.86,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62
RB,D. Cook,vs CHI,L 27-33,,24.40,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62
RB,D. Montgomery,@ MIN,L 33-27,,28.70,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62
WR,T. Hill,@ NO,L 32-29,,14.40,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62
WR,D. Metcalf,@ WAS,L 20-15,,6.80,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62
TE,T. Hockenson,@ TEN,W 25-46,,-0.20,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62
FLX,R. Gage,vs TB,L 27-31,,15.30,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62
FLX,D. Swift,@ TEN,W 25-46,,19.20,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62
K,H. Butker,@ NO,L 32-29,,5.00,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62
DEF,L. Rams,vs NYJ,L 20-23,,3.00,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62
BN,N. Hines,vs HOU,W 27-20,,6.40,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62
BN,C. Samuel,vs SEA,L 15-20,,5.80,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62
BN,T. Patrick,vs BUF,L 19-48,,2.90,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62
BN,K. Coutee,@ IND,W 20-27,,10.80,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62
BN,J. Graham,@ MIN,L 33-27,,3.50,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62
BN,I. Colts,vs HOU,W 27-20,,13.00,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62
QB,R. Wilson,@ WAS,L 20-15,,12.04,2020,15,MKx,104.44,Hammichan,102.62
RB,C. Carson,@ WAS,L 20-15,,7.90,2020,15,MKx,104.44,Hammichan,102.62
RB,D. Dallas,@ WAS,L 20-15,,0.00,2020,15,MKx,104.44,Hammichan,102.62
WR,D. Hopkins,vs PHI,W 33-26,,24.50,2020,15,MKx,104.44,Hammichan,102.62
WR,C. Davis,@ LAR,L 23-20,,19.00,2020,15,MKx,104.44,Hammichan,102.62
TE,E. Ebron,@ CIN,W 17-27,,0.00,2020,15,MKx,104.44,Hammichan,102.62
FLX,M. Evans,@ ATL,L 31-27,,14.00,2020,15,MKx,104.44,Hammichan,102.62
FLX,C. Lamb,vs SF,W 41-33,,11.00,2020,15,MKx,104.44,Hammichan,102.62
K,W. Lutz,vs KC,L 29-32,,3.00,2020,15,MKx,104.44,Hammichan,102.62
DEF,B. Bills,@ DEN,L 48-19,,13.00,2020,15,MKx,104.44,Hammichan,102.62
BN,C. Newton,@ MIA,W 12-22,,11.16,2020,15,MKx,104.44,Hammichan,102.62
BN,E. Elliott,vs SF,W 41-33,,0.00,2020,15,MKx,104.44,Hammichan,102.62
BN,M. Williams,@ LV,L 30-27,,3.20,2020,15,MKx,104.44,Hammichan,102.62
BN,A. Lazard,vs CAR,W 24-16,,8.10,2020,15,MKx,104.44,Hammichan,102.62
BN,D. Schultz,vs SF,W 41-33,,8.40,2020,15,MKx,104.44,Hammichan,102.62
BN,H. Texans,@ IND,W 20-27,,1.00,2020,15,MKx,104.44,Hammichan,102.62
QB,D. Watson,@ IND,W 20-27,,22.42,2020,15,Hammichan,102.62,MKx,104.44
RB,M. Sanders,@ ARI,W 26-33,,9.50,2020,15,Hammichan,102.62,MKx,104.44
RB,N. Chubb,@ NYG,L 20-6,,13.60,2020,15,Hammichan,102.62,MKx,104.44
WR,T. Lockett,@ WAS,L 20-15,,5.40,2020,15,Hammichan,102.62,MKx,104.44
WR,B. Aiyuk,@ DAL,W 33-41,,17.80,2020,15,Hammichan,102.62,MKx,104.44
TE,M. Andrews,vs JAX,W 40-14,,15.10,2020,15,Hammichan,102.62,MKx,104.44
FLX,C. Akers,vs NYJ,L 20-23,,6.70,2020,15,Hammichan,102.62,MKx,104.44
FLX,A. Thielen,vs CHI,L 27-33,,8.10,2020,15,Hammichan,102.62,MKx,104.44
K,J. Sanders,vs NE,W 22-12,,2.00,2020,15,Hammichan,102.62,MKx,104.44
DEF,P. Steelers,@ CIN,W 17-27,,2.00,2020,15,Hammichan,102.62,MKx,104.44
BN,G. Bernard,@ ATL,L 31-27,,22.20,2020,15,Hammichan,102.62,MKx,104.44
BN,J. McKissic,vs SEA,L 15-20,,21.20,2020,15,Hammichan,102.62,MKx,104.44
BN,J. Williams,@ TEN,W 25-46,,3.00,2020,15,Hammichan,102.62,MKx,104.44
BN,N. Agholor,@ MIA,W 12-22,,6.90,2020,15,Hammichan,102.62,MKx,104.44
BN,M. Thomas,vs KC,L 29-32,,0.00,2020,15,Hammichan,102.62,MKx,104.44
BN,R. Tonyan,vs CAR,W 24-16,,9.30,2020,15,Hammichan,102.62,MKx,104.44
QB,J. Allen,@ DEN,L 48-19,,36.66,2020,15,Blitzkoerper85,157.16,seb44,145.72
RB,J. Jacobs,vs LAC,L 27-30,,18.90,2020,15,Blitzkoerper85,157.16,seb44,145.72
RB,L. Bowden,vs NE,W 22-12,,7.60,2020,15,Blitzkoerper85,157.16,seb44,145.72
WR,S. Diggs,@ DEN,L 48-19,,20.20,2020,15,Blitzkoerper85,157.16,seb44,145.72
WR,R. Anderson,@ GB,W 16-24,,3.00,2020,15,Blitzkoerper85,157.16,seb44,145.72
TE,H. Henry,@ MIA,W 12-22,,15.00,2020,15,Blitzkoerper85,157.16,seb44,145.72
FLX,M. Jones,@ BAL,W 14-40,,22.20,2020,15,Blitzkoerper85,157.16,seb44,145.72
FLX,C. Godwin,@ ATL,L 31-27,,10.60,2020,15,Blitzkoerper85,157.16,seb44,145.72
K,R. Blankenship,vs HOU,W 27-20,,11.00,2020,15,Blitzkoerper85,157.16,seb44,145.72
DEF,M. Dolphins,vs NE,W 22-12,,12.00,2020,15,Blitzkoerper85,157.16,seb44,145.72
BN,D. Johnson,,BYE,,0.00,2020,15,Blitzkoerper85,157.16,seb44,145.72
BN,D. Washington,,BYE,,0.00,2020,15,Blitzkoerper85,157.16,seb44,145.72
BN,T. Pollard,vs SF,W 41-33,,28.20,2020,15,Blitzkoerper85,157.16,seb44,145.72
BN,M. Gaskin,vs NE,W 22-12,,0.00,2020,15,Blitzkoerper85,157.16,seb44,145.72
BN,S. Ahmed,vs NE,W 22-12,,21.20,2020,15,Blitzkoerper85,157.16,seb44,145.72
BN,C. Hansen,@ TEN,W 25-46,,12.50,2020,15,Blitzkoerper85,157.16,seb44,145.72
QB,R. Tannehill,vs DET,W 46-25,,37.02,2020,15,seb44,145.72,Blitzkoerper85,157.16
RB,D. Johnson,@ IND,W 20-27,,17.80,2020,15,seb44,145.72,Blitzkoerper85,157.16
RB,D. Henry,vs DET,W 46-25,,24.20,2020,15,seb44,145.72,Blitzkoerper85,157.16
WR,A. Cooper,vs SF,W 41-33,,1.30,2020,15,seb44,145.72,Blitzkoerper85,157.16
WR,A. Brown,vs DET,W 46-25,,12.90,2020,15,seb44,145.72,Blitzkoerper85,157.16
TE,L. Thomas,vs SEA,L 15-20,,16.60,2020,15,seb44,145.72,Blitzkoerper85,157.16
FLX,R. Mostert,@ DAL,W 33-41,,6.80,2020,15,seb44,145.72,Blitzkoerper85,157.16
FLX,M. Gallup,vs SF,W 41-33,,10.10,2020,15,seb44,145.72,Blitzkoerper85,157.16
K,M. Crosby,vs CAR,W 24-16,,8.00,2020,15,seb44,145.72,Blitzkoerper85,157.16
DEF,N. Saints,vs KC,L 29-32,,11.00,2020,15,seb44,145.72,Blitzkoerper85,157.16
BN,D. Brees,,BYE,,19.36,2020,15,seb44,145.72,Blitzkoerper85,157.16
BN,P. Lindsay,@ IND,W 20-27,,6.00,2020,15,seb44,145.72,Blitzkoerper85,157.16
BN,J. Wilson,@ DAL,W 33-41,,12.00,2020,15,seb44,145.72,Blitzkoerper85,157.16
BN,H. Renfrow,vs LAC,L 27-30,,0.90,2020,15,seb44,145.72,Blitzkoerper85,157.16
BN,A. Green,vs PHI,W 33-26,,5.00,2020,15,seb44,145.72,Blitzkoerper85,157.16
BN,J. Jones,vs DET,W 46-25,,0.00,2020,15,seb44,145.72,Blitzkoerper85,157.16
QB,A. Rodgers,vs CAR,W 24-16,,18.32,2020,15,StumpfistTrumpf,143.62,MarkusEXperte,140.46
RB,J. Taylor,vs HOU,W 27-20,,17.50,2020,15,StumpfistTrumpf,143.62,MarkusEXperte,140.46
RB,M. Gordon,vs BUF,L 19-48,,22.10,2020,15,StumpfistTrumpf,143.62,MarkusEXperte,140.46
WR,T. McLaurin,vs SEA,L 15-20,,11.20,2020,15,StumpfistTrumpf,143.62,MarkusEXperte,140.46
WR,D. Adams,vs CAR,W 24-16,,7.70,2020,15,StumpfistTrumpf,143.62,MarkusEXperte,140.46
TE,D. Waller,vs LAC,L 27-30,,25.50,2020,15,StumpfistTrumpf,143.62,MarkusEXperte,140.46
FLX,C. Beasley,@ DEN,L 48-19,,15.20,2020,15,StumpfistTrumpf,143.62,MarkusEXperte,140.46
FLX,T. Hilton,vs HOU,W 27-20,,9.10,2020,15,StumpfistTrumpf,143.62,MarkusEXperte,140.46
K,J. Tucker,vs JAX,W 40-14,,9.00,2020,15,StumpfistTrumpf,143.62,MarkusEXperte,140.46
DEF,G. Packers,vs CAR,W 24-16,,8.00,2020,15,StumpfistTrumpf,143.62,MarkusEXperte,140.46
BN,L. Fournette,@ ATL,L 31-27,,20.00,2020,15,StumpfistTrumpf,143.62,MarkusEXperte,140.46
BN,J. Mixon,vs PIT,W 27-17,,0.00,2020,15,StumpfistTrumpf,143.62,MarkusEXperte,140.46
BN,G. Edwards,vs JAX,W 40-14,,8.80,2020,15,StumpfistTrumpf,143.62,MarkusEXperte,140.46
BN,S. Watkins,vs JAX,W 40-14,,8.00,2020,15,StumpfistTrumpf,143.62,MarkusEXperte,140.46
BN,C. Kirk,vs PHI,W 33-26,,4.80,2020,15,StumpfistTrumpf,143.62,MarkusEXperte,140.46
BN,A. Brown,@ ATL,L 31-27,,17.80,2020,15,StumpfistTrumpf,143.62,MarkusEXperte,140.46
QB,J. Herbert,@ LV,L 30-27,,26.96,2020,15,Speasy,120.06,TheRealBauer,116.54
RB,M. Davis,vs TB,L 27-31,,7.10,2020,15,Speasy,120.06,TheRealBauer,116.54
RB,B. Snell,@ CIN,W 17-27,,18.20,2020,15,Speasy,120.06,TheRealBauer,116.54
WR,K. Allen,@ LV,L 30-27,,2.10,2020,15,Speasy,120.06,TheRealBauer,116.54
WR,A. Robinson,@ MIN,L 33-27,,10.30,2020,15,Speasy,120.06,TheRealBauer,116.54
TE,T. Kelce,@ NO,L 32-29,,18.80,2020,15,Speasy,120.06,TheRealBauer,116.54
FLX,J. Landry,@ NYG,L 20-6,,15.60,2020,15,Speasy,120.06,TheRealBauer,116.54
FLX,J. Smith-Schuster,@ CIN,W 17-27,,0.00,2020,15,Speasy,120.06,TheRealBauer,116.54
K,M. Nugent,,BYE,,8.00,2020,15,Speasy,120.06,TheRealBauer,116.54
DEF,B. Ravens,vs JAX,W 40-14,,13.00,2020,15,Speasy,120.06,TheRealBauer,116.54
BN,J. Hurts,@ ARI,W 26-33,,34.82,2020,15,Speasy,120.06,TheRealBauer,116.54
BN,C. McCaffrey,@ GB,W 16-24,,0.00,2020,15,Speasy,120.06,TheRealBauer,116.54
BN,J. Conner,vs PHI,W 33-26,,0.00,2020,15,Speasy,120.06,TheRealBauer,116.54
BN,K. Golladay,vs CLE,L 6-20,,0.00,2020,15,Speasy,120.06,TheRealBauer,116.54
BN,M. Brown,vs JAX,W 40-14,,12.80,2020,15,Speasy,120.06,TheRealBauer,116.54
BN,N. Fant,vs BUF,L 19-48,,16.80,2020,15,Speasy,120.06,TheRealBauer,116.54
QB,T. Brady,@ ATL,L 31-27,,23.40,2020,15,AllTimeReadyPat,116.20,Hubner,124.82
RB,W. Gallman,@ DAL,W 33-41,,2.90,2020,15,AllTimeReadyPat,116.20,Hubner,124.82
RB,A. Jones,vs CAR,W 24-16,,23.30,2020,15,AllTimeReadyPat,116.20,Hubner,124.82
WR,C. Ridley,vs TB,L 27-31,,27.30,2020,15,AllTimeReadyPat,116.20,Hubner,124.82
WR,D. Johnson,@ CIN,W 17-27,,15.90,2020,15,AllTimeReadyPat,116.20,Hubner,124.82
